,game_id,datetime,year,month,home,homescore,away,awayscore,ref,attendance,score_deficit,totals
221,2010-02-26Hull FCLondon,2010-02-26,2010,Feb,Hull FC,28,London,4,S. Ganson,13965.0,24,32
222,2010-02-26WiganCatalans,2010-02-26,2010,Feb,Wigan,58,Catalans,0,B. Thaler,12001.0,58,58
223,2010-02-26St HelensWakefield,2010-02-26,2010,Feb,St Helens,22,Wakefield,16,T. Alibert,10717.0,6,38
224,2010-02-27CastlefordHull KR,2010-02-27,2010,Feb,Castleford,20,Hull KR,24,P. Bentham,6855.0,-4,44
225,2010-02-28HuddersfieldWarrington,2010-02-28,2010,Feb,Huddersfield,10,Warrington,14,I. Smith,8567.0,-4,24
226,2010-03-05Hull FCCastleford,2010-03-05,2010,Mar,Hull FC,42,Castleford,22,R. Silverwood,13352.0,20,64
227,2010-03-05LeedsLondon,2010-03-05,2010,Mar,Leeds,62,London,4,T. Alibert,12684.0,58,66
228,2010-03-05BradfordWigan,2010-03-05,2010,Mar,Bradford,22,Wigan,20,P. Bentham,9244.0,2,42
229,2010-03-05SalfordCatalans,2010-03-05,2010,Mar,Salford,12,Catalans,24,S. Ganson,3022.0,-12,36
230,2010-03-06Wakefield TrinityHuddersfield,2010-03-06,2010,Mar,Wakefield Trinity,0,Huddersfield,52,B. Thaler,5237.0,-52,52
231,2010-03-07WarringtonCrusaders,2010-03-07,2010,Mar,Warrington,46,Crusaders,12,J. Child,11113.0,34,58
232,2010-03-07Hull KRSt Helens,2010-03-07,2010,Mar,Hull KR,28,St Helens,24,I. Smith,8202.0,4,52
233,2010-03-12St HelensCrusaders,2010-03-12,2010,Mar,St Helens,37,Crusaders,30,P. Bentham,8507.0,7,67
234,2010-03-12Hull KRWakefield,2010-03-12,2010,Mar,Hull KR,18,Wakefield,31,J. Child,8004.0,-13,49
235,2010-03-12WiganHull FC,2010-03-12,2010,Mar,Wigan,48,Hull FC,24,T. Alibert,15045.0,24,72
236,2010-03-13CatalansCastleford,2010-03-13,2010,Mar,Catalans,16,Castleford,20,I. Smith,6810.0,-4,36
237,2010-03-13WarringtonBradford,2010-03-13,2010,Mar,Warrington,33,Bradford,8,S. Ganson,10434.0,25,41
238,2010-03-14HuddersfieldLeeds,2010-03-14,2010,Mar,Huddersfield,26,Leeds,20,R. Silverwood,10116.0,6,46
239,2010-03-14LondonSalford,2010-03-14,2010,Mar,London,22,Salford,26,B. Thaler,2395.0,-4,48
240,2010-03-19Hull FCBradford,2010-03-19,2010,Mar,Hull FC,18,Bradford,6,B. Thaler,14466.0,12,24
241,2010-03-19St HelensWarrington,2010-03-19,2010,Mar,St Helens,28,Warrington,18,R. Silverwood,17500.0,10,46
242,2010-03-19LeedsHull KR,2010-03-19,2010,Mar,Leeds,10,Hull KR,17,S. Ganson,15201.0,-7,27
243,2010-03-19CrusadersCatalans,2010-03-19,2010,Mar,Crusaders,14,Catalans,6,T. Alibert,6124.0,8,20
244,2010-03-20LondonHuddersfield,2010-03-20,2010,Mar,London,18,Huddersfield,32,P. Bentham,2624.0,-14,50
245,2010-03-21Wakefield TrinitySalford,2010-03-21,2010,Mar,Wakefield Trinity,36,Salford,6,G. Hewer,4883.0,30,42
246,2010-03-21CastlefordWigan,2010-03-21,2010,Mar,Castleford,22,Wigan,36,J. Child,8493.0,-14,58
247,2010-03-26WiganLeeds,2010-03-26,2010,Mar,Wigan,24,Leeds,4,S. Ganson,17883.0,20,28
248,2010-03-26WarringtonWakefield,2010-03-26,2010,Mar,Warrington,32,Wakefield,16,P. Bentham,10723.0,16,48
249,2010-03-26CastlefordCrusaders,2010-03-26,2010,Mar,Castleford,22,Crusaders,16,I. Smith,5299.0,6,38
250,2010-03-26BradfordLondon,2010-03-26,2010,Mar,Bradford,19,London,12,R. Silverwood,7153.0,7,31
251,2010-03-27SalfordHull FC,2010-03-27,2010,Mar,Salford,27,Hull FC,20,J. Child,3535.0,7,47
252,2010-03-27CatalansHull KR,2010-03-27,2010,Mar,Catalans,16,Hull KR,10,B. Thaler,6513.0,6,26
253,2010-03-28HuddersfieldSt Helens,2010-03-28,2010,Mar,Huddersfield,6,St Helens,24,T. Alibert,9648.0,-18,30
254,2010-04-01LeedsBradford,2010-04-01,2010,Apr,Leeds,20,Bradford,20,P. Bentham,17244.0,0,40
255,2010-04-02St HelensWigan,2010-04-02,2010,Apr,St Helens,10,Wigan,18,B. Thaler,17500.0,-8,28
256,2010-04-02Hull KRHull FC,2010-04-02,2010,Apr,Hull KR,14,Hull FC,18,R. Silverwood,10089.0,-4,32
257,2010-04-02WarringtonSalford,2010-04-02,2010,Apr,Warrington,32,Salford,2,T. Alibert,11467.0,30,34
258,2010-04-02HuddersfieldCatalans,2010-04-02,2010,Apr,Huddersfield,48,Catalans,6,S. Ganson,5926.0,42,54
259,2010-04-02Wakefield TrinityCastleford,2010-04-02,2010,Apr,Wakefield Trinity,19,Castleford,6,J. Child,8337.0,13,25
260,2010-04-05Hull FCWarrington,2010-04-05,2010,Apr,Hull FC,10,Warrington,29,S. Ganson,14131.0,-19,39
261,2010-04-05LondonHull KR,2010-04-05,2010,Apr,London,12,Hull KR,52,T. Alibert,2819.0,-40,64
262,2010-04-05CatalansLeeds,2010-04-05,2010,Apr,Catalans,24,Leeds,34,B. Thaler,8230.0,-10,58
263,2010-04-05SalfordHuddersfield,2010-04-05,2010,Apr,Salford,30,Huddersfield,18,I. Smith,4014.0,12,48
264,2010-04-05CastlefordSt Helens,2010-04-05,2010,Apr,Castleford,18,St Helens,52,P. Bentham,6879.0,-34,70
265,2010-04-05BradfordCrusaders,2010-04-05,2010,Apr,Bradford,20,Crusaders,16,J. Child,7853.0,4,36
266,2010-04-05WiganWakefield,2010-04-05,2010,Apr,Wigan,54,Wakefield,14,R. Silverwood,14615.0,40,68
267,2010-04-09HuddersfieldCastleford,2010-04-09,2010,Apr,Huddersfield,24,Castleford,0,S. Ganson,5932.0,24,24
268,2010-04-10CatalansBradford,2010-04-10,2010,Apr,Catalans,14,Bradford,36,R. Silverwood,8884.0,-22,50
269,2010-04-10LondonSt Helens,2010-04-10,2010,Apr,London,24,St Helens,32,J. Child,5220.0,-8,56
270,2010-04-11Hull KRWarrington,2010-04-11,2010,Apr,Hull KR,36,Warrington,16,I. Smith,8452.0,20,52
271,2010-04-11LeedsHull FC,2010-04-11,2010,Apr,Leeds,46,Hull FC,30,P. Bentham,16896.0,16,76
272,2010-04-11SalfordWigan,2010-04-11,2010,Apr,Salford,4,Wigan,18,T. Alibert,6618.0,-14,22
273,2010-04-11Wakefield TrinityCrusaders,2010-04-11,2010,Apr,Wakefield Trinity,10,Crusaders,20,G. Hewer,4671.0,-10,30
274,2010-04-23Hull FCWakefield,2010-04-23,2010,Apr,Hull FC,12,Wakefield,8,I. Smith,11160.0,4,20
275,2010-04-23WiganLondon,2010-04-23,2010,Apr,Wigan,26,London,38,P. Bentham,18605.0,-12,64
276,2010-04-24St HelensLeeds,2010-04-24,2010,Apr,St Helens,41,Leeds,20,R. Silverwood,11048.0,21,61
277,2010-04-25WarringtonCatalans,2010-04-25,2010,Apr,Warrington,40,Catalans,6,T. Alibert,9619.0,34,46
278,2010-04-25CastlefordSalford,2010-04-25,2010,Apr,Castleford,30,Salford,12,B. Thaler,5025.0,18,42
279,2010-04-25BradfordHull KR,2010-04-25,2010,Apr,Bradford,40,Hull KR,4,J. Child,9234.0,36,44
280,2010-04-25CrusadersHuddersfield,2010-04-25,2010,Apr,Crusaders,10,Huddersfield,38,P. Bentham,4127.0,-28,48
281,2010-05-01BradfordCrusaders,2010-05-01,2010,May,Bradford,0,Crusaders,19,R. Silverwood,26642.0,-19,19
282,2010-05-01SalfordWarrington,2010-05-01,2010,May,Salford,16,Warrington,68,J. Child,26642.0,-52,84
283,2010-05-01LeedsWakefield,2010-05-01,2010,May,Leeds,34,Wakefield,30,T. Alibert,26642.0,4,64
284,2010-05-01LondonHull FC,2010-05-01,2010,May,London,25,Hull FC,8,G. Hewer,26642.0,17,33
285,2010-05-02CastlefordCatalans,2010-05-02,2010,May,Castleford,34,Catalans,18,I. Smith,25401.0,16,52
286,2010-05-02Hull KRSt Helens,2010-05-02,2010,May,Hull KR,0,St Helens,54,P. Bentham,25401.0,-54,54
287,2010-05-02HuddersfieldWigan,2010-05-02,2010,May,Huddersfield,10,Wigan,28,B. Thaler,25401.0,-18,38
288,2010-05-14LeedsWarrington,2010-05-14,2010,May,Leeds,26,Warrington,16,B. Thaler,16733.0,10,42
289,2010-05-14Wakefield TrinityBradford,2010-05-14,2010,May,Wakefield Trinity,10,Bradford,29,I. Smith,5381.0,-19,39
290,2010-05-15SalfordSt Helens,2010-05-15,2010,May,Salford,42,St Helens,34,T. Alibert,5685.0,8,76
291,2010-05-15CatalansHull FC,2010-05-15,2010,May,Catalans,14,Hull FC,28,J. Child,6512.0,-14,42
292,2010-05-16Hull KRCrusaders,2010-05-16,2010,May,Hull KR,54,Crusaders,10,P. Bentham,7273.0,44,64
293,2010-05-16HuddersfieldWigan,2010-05-16,2010,May,Huddersfield,30,Wigan,38,R. Silverwood,8390.0,-8,68
294,2010-05-16LondonCastleford,2010-05-16,2010,May,London,40,Castleford,24,I. Smith,2941.0,16,64
295,2010-05-21St HelensHull KR,2010-05-21,2010,May,St Helens,68,Hull KR,12,J. Child,9458.0,56,80
296,2010-05-22CatalansSalford,2010-05-22,2010,May,Catalans,14,Salford,22,P. Bentham,5115.0,-8,36
297,2010-05-22CrusadersWigan,2010-05-22,2010,May,Crusaders,26,Wigan,46,T. Alibert,6075.0,-20,72
298,2010-05-23WarringtonHuddersfield,2010-05-23,2010,May,Warrington,36,Huddersfield,20,I. Smith,11087.0,16,56
299,2010-05-23Wakefield TrinityLondon,2010-05-23,2010,May,Wakefield Trinity,54,London,12,G. Hewer,4371.0,42,66
300,2010-05-23BradfordLeeds,2010-05-23,2010,May,Bradford,12,Leeds,26,R. Silverwood,11995.0,-14,38
301,2010-05-23CastlefordHull FC,2010-05-23,2010,May,Castleford,26,Hull FC,34,B. Thaler,7996.0,-8,60
302,2010-06-04Hull FCSt Helens,2010-06-04,2010,Jun,Hull FC,27,St Helens,26,P. Bentham,13300.0,1,53
303,2010-06-04SalfordWarrington,2010-06-04,2010,Jun,Salford,10,Warrington,27,B. Thaler,6093.0,-17,37
304,2010-06-04LeedsWakefield,2010-06-04,2010,Jun,Leeds,28,Wakefield,22,I. Smith,13869.0,6,50
305,2010-06-06BradfordHuddersfield,2010-06-06,2010,Jun,Bradford,6,Huddersfield,52,J. Child,8156.0,-46,58
306,2010-06-06WiganCastleford,2010-06-06,2010,Jun,Wigan,38,Castleford,22,T. Alibert,14047.0,16,60
307,2010-06-06Hull KRCatalans,2010-06-06,2010,Jun,Hull KR,24,Catalans,6,I. Smith,7102.0,18,30
308,2010-06-06LondonCrusaders,2010-06-06,2010,Jun,London,50,Crusaders,22,B. Thaler,2381.0,28,72
309,2010-06-11St HelensHuddersfield,2010-06-11,2010,Jun,St Helens,30,Huddersfield,22,B. Thaler,9034.0,8,52
310,2010-06-11Hull FCSalford,2010-06-11,2010,Jun,Hull FC,34,Salford,12,P. Bentham,11397.0,22,46
311,2010-06-11WarringtonHull KR,2010-06-11,2010,Jun,Warrington,35,Hull KR,16,I. Smith,9216.0,19,51
312,2010-06-12LondonLeeds,2010-06-12,2010,Jun,London,22,Leeds,42,J. Child,4117.0,-20,64
313,2010-06-13CrusadersBradford,2010-06-13,2010,Jun,Crusaders,44,Bradford,20,P. Bentham,2979.0,24,64
314,2010-06-13Wakefield TrinityWigan,2010-06-13,2010,Jun,Wakefield Trinity,6,Wigan,48,I. Smith,6937.0,-42,54
315,2010-06-15CastlefordCatalans,2010-06-15,2010,Jun,Castleford,24,Catalans,20,R. Silverwood,4209.0,4,44
316,2010-06-19BradfordWarrington,2010-06-19,2010,Jun,Bradford,28,Warrington,40,I. Smith,8128.0,-12,68
317,2010-06-19CatalansWakefield,2010-06-19,2010,Jun,Catalans,30,Wakefield,23,B. Thaler,5055.0,7,53
318,2010-06-20WiganSt Helens,2010-06-20,2010,Jun,Wigan,24,St Helens,26,P. Bentham,20498.0,-2,50
319,2010-06-20SalfordCastleford,2010-06-20,2010,Jun,Salford,22,Castleford,28,S. Ganson,3130.0,-6,50
320,2010-06-20HuddersfieldHull FC,2010-06-20,2010,Jun,Huddersfield,32,Hull FC,18,J. Child,7939.0,14,50
321,2010-06-20LeedsCrusaders,2010-06-20,2010,Jun,Leeds,26,Crusaders,32,R. Hicks,14371.0,-6,58
322,2010-06-20Hull KRLondon,2010-06-20,2010,Jun,Hull KR,42,London,6,R. Silverwood,7612.0,36,48
323,2010-06-25HuddersfieldHull KR,2010-06-25,2010,Jun,Huddersfield,16,Hull KR,16,P. Bentham,6304.0,0,32
324,2010-06-25Hull FCCatalans,2010-06-25,2010,Jun,Hull FC,10,Catalans,8,T. Alibert,11466.0,2,18
325,2010-06-25St HelensSalford,2010-06-25,2010,Jun,St Helens,58,Salford,34,I. Smith,7728.0,24,92
326,2010-06-26LondonWigan,2010-06-26,2010,Jun,London,12,Wigan,36,S. Ganson,5084.0,-24,48
327,2010-06-27CrusadersWakefield,2010-06-27,2010,Jun,Crusaders,0,Wakefield,41,R. Silverwood,2837.0,-41,41
328,2010-06-27CastlefordBradford,2010-06-27,2010,Jun,Castleford,28,Bradford,22,B. Thaler,5482.0,6,50
329,2010-06-27WarringtonLeeds,2010-06-27,2010,Jun,Warrington,30,Leeds,37,J. Child,10442.0,-7,67
330,2010-07-02SalfordLondon,2010-07-02,2010,Jul,Salford,17,London,14,P. Bentham,2672.0,3,31
331,2010-07-03LeedsSt Helens,2010-07-03,2010,Jul,Leeds,28,St Helens,24,R. Silverwood,17200.0,4,52
332,2010-07-04BradfordHull FC,2010-07-04,2010,Jul,Bradford,22,Hull FC,28,I. Smith,8411.0,-6,50
333,2010-07-04CatalansWigan,2010-07-04,2010,Jul,Catalans,16,Wigan,34,J. Child,7612.0,-18,50
334,2010-07-04Wakefield TrinityHull KR,2010-07-04,2010,Jul,Wakefield Trinity,14,Hull KR,46,B. Thaler,6218.0,-32,60
335,2010-07-04CastlefordHuddersfield,2010-07-04,2010,Jul,Castleford,44,Huddersfield,18,T. Alibert,5925.0,26,62
336,2010-07-04CrusadersWarrington,2010-07-04,2010,Jul,Crusaders,10,Warrington,30,S. Ganson,5197.0,-20,40
337,2010-07-09WiganSalford,2010-07-09,2010,Jul,Wigan,60,Salford,10,B. Thaler,12221.0,50,70
338,2010-07-09Hull KRLeeds,2010-07-09,2010,Jul,Hull KR,25,Leeds,6,T. Alibert,8046.0,19,31
339,2010-07-09St HelensCatalans,2010-07-09,2010,Jul,St Helens,20,Catalans,30,I. Smith,8442.0,-10,50
340,2010-07-09LondonBradford,2010-07-09,2010,Jul,London,35,Bradford,18,R. Silverwood,3152.0,17,53
341,2010-07-10Wakefield TrinityHull FC,2010-07-10,2010,Jul,Wakefield Trinity,29,Hull FC,6,S. Ganson,5366.0,23,35
342,2010-07-11HuddersfieldCrusaders,2010-07-11,2010,Jul,Huddersfield,30,Crusaders,12,J. Child,5339.0,18,42
343,2010-07-11WarringtonCastleford,2010-07-11,2010,Jul,Warrington,54,Castleford,30,P. Bentham,10577.0,24,84
344,2010-07-15Hull FCHull KR,2010-07-15,2010,Jul,Hull FC,20,Hull KR,16,P. Bentham,20079.0,4,36
345,2010-07-16WiganWarrington,2010-07-16,2010,Jul,Wigan,16,Warrington,23,R. Silverwood,22701.0,-7,39
346,2010-07-16LeedsHuddersfield,2010-07-16,2010,Jul,Leeds,21,Huddersfield,20,B. Thaler,15070.0,1,41
347,2010-07-17CatalansCrusaders,2010-07-17,2010,Jul,Catalans,22,Crusaders,26,T. Alibert,6208.0,-4,48
348,2010-07-18St HelensLondon,2010-07-18,2010,Jul,St Helens,32,London,18,S. Ganson,10399.0,14,50
349,2010-07-18CastlefordWakefield,2010-07-18,2010,Jul,Castleford,40,Wakefield,16,J. Child,8517.0,24,56
350,2010-07-18BradfordSalford,2010-07-18,2010,Jul,Bradford,26,Salford,30,I. Smith,6382.0,-4,56
351,2010-07-23Hull FCWigan,2010-07-23,2010,Jul,Hull FC,0,Wigan,46,R. Silverwood,12694.0,-46,46
352,2010-07-24Hull KRBradford,2010-07-24,2010,Jul,Hull KR,49,Bradford,24,T. Alibert,7854.0,25,73
353,2010-07-24CatalansWarrington,2010-07-24,2010,Jul,Catalans,29,Warrington,28,I. Smith,7852.0,1,57
354,2010-07-25SalfordLeeds,2010-07-25,2010,Jul,Salford,22,Leeds,31,P. Bentham,4651.0,-9,53
355,2010-07-25Wakefield TrinitySt Helens,2010-07-25,2010,Jul,Wakefield Trinity,6,St Helens,50,B. Thaler,5217.0,-44,56
356,2010-07-25HuddersfieldLondon,2010-07-25,2010,Jul,Huddersfield,40,London,4,J. Child,5366.0,36,44
357,2010-07-25CrusadersCastleford,2010-07-25,2010,Jul,Crusaders,30,Castleford,24,S. Ganson,1495.0,6,54
358,2010-07-30LeedsWigan,2010-07-30,2010,Jul,Leeds,12,Wigan,26,S. Ganson,16622.0,-14,38
359,2010-07-31WarringtonSt Helens,2010-07-31,2010,Jul,Warrington,24,St Helens,26,T. Alibert,12863.0,-2,50
360,2010-07-31LondonHull FC,2010-07-31,2010,Jul,London,18,Hull FC,42,I. Smith,3982.0,-24,60
361,2010-08-01CrusadersSalford,2010-08-01,2010,Aug,Crusaders,60,Salford,16,B. Thaler,2412.0,44,76
362,2010-08-01BradfordCatalans,2010-08-01,2010,Aug,Bradford,22,Catalans,24,J. Child,6217.0,-2,46
363,2010-08-01HuddersfieldWakefield,2010-08-01,2010,Aug,Huddersfield,58,Wakefield,6,R. Silverwood,6055.0,52,64
364,2010-08-01Hull KRCastleford,2010-08-01,2010,Aug,Hull KR,28,Castleford,26,P. Bentham,8104.0,2,54
365,2010-08-06CrusadersLondon,2010-08-06,2010,Aug,Crusaders,16,London,12,B. Thaler,1122.0,4,28
366,2010-08-13St HelensBradford,2010-08-13,2010,Aug,St Helens,60,Bradford,12,T. Alibert,9032.0,48,72
367,2010-08-13CastlefordLeeds,2010-08-13,2010,Aug,Castleford,6,Leeds,38,R. Silverwood,7901.0,-32,44
368,2010-08-13Hull FCCrusaders,2010-08-13,2010,Aug,Hull FC,18,Crusaders,16,J. Child,11762.0,2,34
369,2010-08-14CatalansLondon,2010-08-14,2010,Aug,Catalans,12,London,16,R. Hicks,6152.0,-4,28
370,2010-08-15WiganHuddersfield,2010-08-15,2010,Aug,Wigan,16,Huddersfield,18,P. Bentham,13619.0,-2,34
371,2010-08-15Wakefield TrinityWarrington,2010-08-15,2010,Aug,Wakefield Trinity,18,Warrington,36,B. Thaler,5562.0,-18,54
372,2010-08-15SalfordHull KR,2010-08-15,2010,Aug,Salford,18,Hull KR,44,I. Smith,4111.0,-26,62
373,2010-08-20LeedsCatalans,2010-08-20,2010,Aug,Leeds,52,Catalans,6,J. Child,15154.0,46,58
374,2010-08-20WarringtonHull FC,2010-08-20,2010,Aug,Warrington,36,Hull FC,18,I. Smith,10042.0,18,54
375,2010-08-21CrusadersSt Helens,2010-08-21,2010,Aug,Crusaders,10,St Helens,36,R. Silverwood,5374.0,-26,46
376,2010-08-22BradfordWakefield,2010-08-22,2010,Aug,Bradford,38,Wakefield,28,R. Hicks,7437.0,10,66
377,2010-08-22CastlefordLondon,2010-08-22,2010,Aug,Castleford,40,London,28,P. Bentham,5862.0,12,68
378,2010-08-22Hull KRWigan,2010-08-22,2010,Aug,Hull KR,18,Wigan,38,B. Thaler,9250.0,-20,56
379,2010-08-22HuddersfieldSalford,2010-08-22,2010,Aug,Huddersfield,52,Salford,4,T. Alibert,6697.0,48,56
380,2010-09-03LondonWarrington,2010-09-03,2010,Sep,London,22,Warrington,36,T. Alibert,3211.0,-14,58
381,2010-09-03WiganBradford,2010-09-03,2010,Sep,Wigan,34,Bradford,12,J. Child,17058.0,22,46
382,2010-09-04Hull FCLeeds,2010-09-04,2010,Sep,Hull FC,14,Leeds,18,I. Smith,16208.0,-4,32
383,2010-09-04CrusadersHull KR,2010-09-04,2010,Sep,Crusaders,30,Hull KR,24,R. Hicks,5137.0,6,54
384,2010-09-04St HelensCastleford,2010-09-04,2010,Sep,St Helens,40,Castleford,30,B. Thaler,13978.0,10,70
385,2010-09-04CatalansHuddersfield,2010-09-04,2010,Sep,Catalans,12,Huddersfield,26,R. Silverwood,5708.0,-14,38
386,2010-09-05SalfordWakefield,2010-09-05,2010,Sep,Salford,16,Wakefield,12,G. Hewer,3401.0,4,28
387,2010-09-10St HelensWarrington,2010-09-10,2010,Sep,St Helens,28,Warrington,12,R. Silverwood,14632.0,16,40
388,2010-09-11Hull FCHull KR,2010-09-11,2010,Sep,Hull FC,4,Hull KR,21,P. Bentham,17699.0,-17,25
389,2010-09-11HuddersfieldCrusaders,2010-09-11,2010,Sep,Huddersfield,18,Crusaders,12,B. Thaler,5869.0,6,30
390,2010-09-12WiganLeeds,2010-09-12,2010,Sep,Wigan,26,Leeds,27,T. Alibert,12177.0,-1,53
391,2010-09-17WiganHull KR,2010-09-17,2010,Sep,Wigan,42,Hull KR,18,R. Silverwood,11133.0,24,60
392,2010-09-18WarringtonHuddersfield,2010-09-18,2010,Sep,Warrington,22,Huddersfield,34,P. Bentham,8050.0,-12,56
393,2010-09-24St HelensHuddersfield,2010-09-24,2010,Sep,St Helens,42,Huddersfield,22,P. Bentham,13510.0,20,64
394,2010-09-25LeedsWigan,2010-09-25,2010,Sep,Leeds,6,Wigan,26,R. Silverwood,13693.0,-20,32
395,2010-10-02St HelensWigan,2010-10-02,2010,Oct,St Helens,10,Wigan,22,R. Silverwood,71526.0,-12,32
396,2011-02-12CatalansLondon,2011-02-12,2011,Feb,Catalans,4,London,11,R. Hicks,30891.0,-7,15
397,2011-02-12St HelensWigan,2011-02-12,2011,Feb,St Helens,16,Wigan,16,R. Silverwood,30891.0,0,32
398,2011-02-12CastlefordWakefield,2011-02-12,2011,Feb,Castleford,40,Wakefield,20,J. Child,30891.0,20,60
399,2011-02-12HuddersfieldWarrington,2011-02-12,2011,Feb,Huddersfield,28,Warrington,18,B. Thaler,30891.0,10,46
400,2011-02-13CrusadersSalford,2011-02-13,2011,Feb,Crusaders,42,Salford,12,T. Alibert,29323.0,30,54
401,2011-02-13Hull FCHull KR,2011-02-13,2011,Feb,Hull FC,22,Hull KR,34,P. Bentham,29323.0,-12,56
402,2011-02-13BradfordLeeds,2011-02-13,2011,Feb,Bradford,28,Leeds,32,S. Ganson,29323.0,-4,60
403,2011-02-18Hull FCLeeds,2011-02-18,2011,Feb,Hull FC,18,Leeds,32,R. Silverwood,12513.0,-14,50
404,2011-02-18SalfordSt Helens,2011-02-18,2011,Feb,Salford,22,St Helens,56,R. Hicks,5929.0,-34,78
405,2011-02-19CastlefordHuddersfield,2011-02-19,2011,Feb,Castleford,18,Huddersfield,12,S. Ganson,5992.0,6,30
406,2011-02-19CatalansWakefield,2011-02-19,2011,Feb,Catalans,14,Wakefield,38,B. Thaler,7500.0,-24,52
407,2011-02-20WarringtonHull KR,2011-02-20,2011,Feb,Warrington,24,Hull KR,22,T. Alibert,10899.0,2,46
408,2011-02-20BradfordWigan,2011-02-20,2011,Feb,Bradford,10,Wigan,44,P. Bentham,15348.0,-34,54
409,2011-02-20LondonCrusaders,2011-02-20,2011,Feb,London,20,Crusaders,18,J. Child,1766.0,2,38
410,2011-02-25LeedsLondon,2011-02-25,2011,Feb,Leeds,26,London,36,B. Thaler,14350.0,-10,62
411,2011-02-25St HelensWarrington,2011-02-25,2011,Feb,St Helens,18,Warrington,25,P. Bentham,10514.0,-7,43
412,2011-02-26CrusadersBradford,2011-02-26,2011,Feb,Crusaders,26,Bradford,30,R. Silverwood,2615.0,-4,56
413,2011-02-27Wakefield TrinitySalford,2011-02-27,2011,Feb,Wakefield Trinity,6,Salford,32,S. Ganson,6823.0,-26,38
414,2011-02-27Hull KRCatalans,2011-02-27,2011,Feb,Hull KR,18,Catalans,31,J. Child,8092.0,-13,49
415,2011-02-27HuddersfieldHull FC,2011-02-27,2011,Feb,Huddersfield,20,Hull FC,10,R. Hicks,8822.0,10,30
416,2011-03-04Hull FCCrusaders,2011-03-04,2011,Mar,Hull FC,42,Crusaders,18,B. Thaler,10422.0,24,60
417,2011-03-04LondonHuddersfield,2011-03-04,2011,Mar,London,10,Huddersfield,18,P. Bentham,2624.0,-8,28
418,2011-03-04SalfordWigan,2011-03-04,2011,Mar,Salford,16,Wigan,32,J. Child,6266.0,-16,48
419,2011-03-05WarringtonLeeds,2011-03-05,2011,Mar,Warrington,40,Leeds,24,S. Ganson,11438.0,16,64
420,2011-03-05CatalansSt Helens,2011-03-05,2011,Mar,Catalans,16,St Helens,22,T. Alibert,7095.0,-6,38
421,2011-03-06BradfordWakefield,2011-03-06,2011,Mar,Bradford,40,Wakefield,18,R. Hicks,12835.0,22,58
422,2011-03-06CastlefordHull KR,2011-03-06,2011,Mar,Castleford,27,Hull KR,14,R. Silverwood,8537.0,13,41
423,2011-03-11Wakefield TrinityWarrington,2011-03-11,2011,Mar,Wakefield Trinity,6,Warrington,22,R. Silverwood,5072.0,-16,28
424,2011-03-11St HelensLondon,2011-03-11,2011,Mar,St Helens,16,London,27,B. Thaler,6050.0,-11,43
425,2011-03-11LeedsSalford,2011-03-11,2011,Mar,Leeds,46,Salford,12,T. Alibert,13068.0,34,58
426,2011-03-12CastlefordCatalans,2011-03-12,2011,Mar,Castleford,34,Catalans,24,P. Bentham,4889.0,10,58
427,2011-03-13HuddersfieldBradford,2011-03-13,2011,Mar,Huddersfield,50,Bradford,16,J. Child,9466.0,34,66
428,2011-03-13WiganHull FC,2011-03-13,2011,Mar,Wigan,14,Hull FC,12,R. Hicks,15346.0,2,26
429,2011-03-13Hull KRCrusaders,2011-03-13,2011,Mar,Hull KR,40,Crusaders,22,R. Hicks,8602.0,18,62
430,2011-03-18CrusadersCatalans,2011-03-18,2011,Mar,Crusaders,22,Catalans,32,J. Child,3517.0,-10,54
431,2011-03-18SalfordHull KR,2011-03-18,2011,Mar,Salford,34,Hull KR,18,G. Hewer,4408.0,16,52
432,2011-03-18Hull FCWakefield,2011-03-18,2011,Mar,Hull FC,6,Wakefield,20,T. Alibert,11032.0,-14,26
433,2011-03-18HuddersfieldWigan,2011-03-18,2011,Mar,Huddersfield,6,Wigan,20,B. Thaler,8151.0,-14,26
434,2011-03-19LeedsSt Helens,2011-03-19,2011,Mar,Leeds,16,St Helens,30,R. Silverwood,16034.0,-14,46
435,2011-03-20WarringtonLondon,2011-03-20,2011,Mar,Warrington,82,London,6,S. Ganson,11506.0,76,88
436,2011-03-20BradfordCastleford,2011-03-20,2011,Mar,Bradford,18,Castleford,14,R. Hicks,14348.0,4,32
437,2011-03-25WiganWarrington,2011-03-25,2011,Mar,Wigan,6,Warrington,24,T. Alibert,21056.0,-18,30
438,2011-03-25St HelensBradford,2011-03-25,2011,Mar,St Helens,28,Bradford,16,R. Silverwood,7676.0,12,44
439,2011-03-26Hull KRHuddersfield,2011-03-26,2011,Mar,Hull KR,16,Huddersfield,38,S. Ganson,7502.0,-22,54
440,2011-03-26CatalansSalford,2011-03-26,2011,Mar,Catalans,10,Salford,22,R. Hicks,7156.0,-12,32
441,2011-03-27CastlefordCrusaders,2011-03-27,2011,Mar,Castleford,56,Crusaders,16,B. Thaler,6030.0,40,72
442,2011-03-27LondonHull FC,2011-03-27,2011,Mar,London,30,Hull FC,40,P. Bentham,3052.0,-10,70
443,2011-03-27Wakefield TrinityLeeds,2011-03-27,2011,Mar,Wakefield Trinity,6,Leeds,28,J. Child,8763.0,-22,34
