,game_id,datetime,year,month,home,homescore,away,awayscore,ref,attendance,score_deficit,totals
1181,2014-09-20WarringtonWidnes,2014-09-20,2014,Sep,Warrington,22,Widnes,19,B. Thaler,7229.0,3,41
1182,2014-09-20LeedsCatalans,2014-09-20,2014,Sep,Leeds,20,Catalans,24,P. Bentham,7112.0,-4,44
1183,2014-09-25CastlefordWarrington,2014-09-25,2014,Sep,Castleford,14,Warrington,30,P. Bentham,6219.0,-16,44
1184,2014-09-26HuddersfieldCatalans,2014-09-26,2014,Sep,Huddersfield,16,Catalans,18,J. Child,6900.0,-2,34
1185,2014-10-02St HelensCatalans,2014-10-02,2014,Oct,St Helens,30,Catalans,12,R. Silverwood,8888.0,18,42
1186,2014-10-03WiganWarrington,2014-10-03,2014,Oct,Wigan,16,Warrington,12,P. Bentham,15023.0,4,28
1187,2014-10-11St HelensWigan,2014-10-11,2014,Oct,St Helens,14,Wigan,6,P. Bentham,70102.0,8,20
1188,2015-02-05WidnesWigan,2015-02-05,2015,Feb,Widnes,22,Wigan,22,J. Child,9286.0,0,44
1189,2015-02-06St HelensCatalans,2015-02-06,2015,Feb,St Helens,18,Catalans,7,P. Bentham,12008.0,11,25
1190,2015-02-07WarringtonSalford,2015-02-07,2015,Feb,Warrington,22,Salford,8,R. Silverwood,11864.0,14,30
1191,2015-02-08CastlefordWakefield,2015-02-08,2015,Feb,Castleford,22,Wakefield,24,R. Hicks,10728.0,-2,46
1192,2015-02-08HuddersfieldHull FC,2015-02-08,2015,Feb,Huddersfield,0,Hull FC,19,T. Roby,7737.0,-19,19
1193,2015-02-08Hull KRLeeds,2015-02-08,2015,Feb,Hull KR,30,Leeds,40,B. Thaler,11811.0,-10,70
1194,2015-02-12SalfordSt Helens,2015-02-12,2015,Feb,Salford,6,St Helens,52,B. Thaler,4975.0,-46,58
1195,2015-02-13WiganHuddersfield,2015-02-13,2015,Feb,Wigan,24,Huddersfield,16,R. Silverwood,12448.0,8,40
1196,2015-02-13LeedsWidnes,2015-02-13,2015,Feb,Leeds,38,Widnes,6,R. Hicks,14132.0,32,44
1197,2015-02-13Hull FCWarrington,2015-02-13,2015,Feb,Hull FC,6,Warrington,7,P. Bentham,12000.0,-1,13
1198,2015-02-14CatalansCastleford,2015-02-14,2015,Feb,Catalans,13,Castleford,12,J. Child,6584.0,1,25
1199,2015-02-15Wakefield TrinityHull KR,2015-02-15,2015,Feb,Wakefield Trinity,44,Hull KR,24,T. Roby,5320.0,20,68
1200,2015-02-26LeedsHuddersfield,2015-02-26,2015,Feb,Leeds,28,Huddersfield,24,P. Bentham,12878.0,4,52
1201,2015-02-27St HelensCastleford,2015-02-27,2015,Feb,St Helens,21,Castleford,14,R. Silverwood,10066.0,7,35
1202,2015-02-28SalfordHull FC,2015-02-28,2015,Feb,Salford,32,Hull FC,28,T. Roby,3606.0,4,60
1203,2015-02-28CatalansWarrington,2015-02-28,2015,Feb,Catalans,38,Warrington,18,B. Thaler,8946.0,20,56
1204,2015-03-01Hull KRWigan,2015-03-01,2015,Mar,Hull KR,22,Wigan,20,R. Hicks,7632.0,2,42
1205,2015-03-01WidnesWakefield,2015-03-01,2015,Mar,Widnes,58,Wakefield,16,J. Child,5810.0,42,74
1206,2015-03-05Hull FCLeeds,2015-03-05,2015,Mar,Hull FC,12,Leeds,43,R. Silverwood,10887.0,-31,55
1207,2015-03-06HuddersfieldWidnes,2015-03-06,2015,Mar,Huddersfield,24,Widnes,12,B. Thaler,5452.0,12,36
1208,2015-03-06CastlefordWigan,2015-03-06,2015,Mar,Castleford,42,Wigan,14,T. Roby,7772.0,28,56
1209,2015-03-06Wakefield TrinitySt Helens,2015-03-06,2015,Mar,Wakefield Trinity,16,St Helens,20,R. Hicks,9676.0,-4,36
1210,2015-03-07CatalansSalford,2015-03-07,2015,Mar,Catalans,40,Salford,40,P. Bentham,7800.0,0,80
1211,2015-03-08WarringtonHull KR,2015-03-08,2015,Mar,Warrington,32,Hull KR,24,J. Child,9587.0,8,56
1212,2015-03-12HuddersfieldCastleford,2015-03-12,2015,Mar,Huddersfield,22,Castleford,0,J. Child,5257.0,22,22
1213,2015-03-13WarringtonLeeds,2015-03-13,2015,Mar,Warrington,18,Leeds,6,P. Bentham,10075.0,12,24
1214,2015-03-13WidnesSt Helens,2015-03-13,2015,Mar,Widnes,20,St Helens,30,R. Hicks,7772.0,-10,50
1215,2015-03-13WiganHull FC,2015-03-13,2015,Mar,Wigan,13,Hull FC,12,B. Thaler,11718.0,1,25
1216,2015-03-15Hull KRCatalans,2015-03-15,2015,Mar,Hull KR,50,Catalans,20,R. Silverwood,6723.0,30,70
1217,2015-03-15SalfordWakefield,2015-03-15,2015,Mar,Salford,24,Wakefield,18,M. Thomason,2712.0,6,42
1218,2015-03-19St HelensWarrington,2015-03-19,2015,Mar,St Helens,32,Warrington,24,B. Thaler,12618.0,8,56
1219,2015-03-20CastlefordSalford,2015-03-20,2015,Mar,Castleford,30,Salford,16,R. Hicks,6901.0,14,46
1220,2015-03-20LeedsWigan,2015-03-20,2015,Mar,Leeds,26,Wigan,14,R. Silverwood,18350.0,12,40
1221,2015-03-20Hull FCCatalans,2015-03-20,2015,Mar,Hull FC,33,Catalans,22,P. Bentham,11994.0,11,55
1222,2015-03-22WidnesHull KR,2015-03-22,2015,Mar,Widnes,20,Hull KR,16,M. Thomason,5273.0,4,36
1223,2015-03-22Wakefield TrinityHuddersfield,2015-03-22,2015,Mar,Wakefield Trinity,14,Huddersfield,44,J. Cobb,4354.0,-30,58
1224,2015-03-26SalfordWidnes,2015-03-26,2015,Mar,Salford,36,Widnes,8,B. Thaler,3476.0,28,44
1225,2015-03-27CastlefordHull FC,2015-03-27,2015,Mar,Castleford,20,Hull FC,14,M. Thomason,8744.0,6,34
1226,2015-03-27Hull KRSt Helens,2015-03-27,2015,Mar,Hull KR,24,St Helens,22,J. Child,7311.0,2,46
1227,2015-03-27WiganWakefield,2015-03-27,2015,Mar,Wigan,52,Wakefield,10,G. Stokes,10787.0,42,62
1228,2015-03-27WarringtonHuddersfield,2015-03-27,2015,Mar,Warrington,10,Huddersfield,29,P. Bentham,9019.0,-19,39
1229,2015-03-28CatalansLeeds,2015-03-28,2015,Mar,Catalans,22,Leeds,38,R. Silverwood,8876.0,-16,60
1230,2015-04-02Hull FCHull KR,2015-04-02,2015,Apr,Hull FC,6,Hull KR,20,R. Silverwood,20507.0,-14,26
1231,2015-04-02WidnesWarrington,2015-04-02,2015,Apr,Widnes,30,Warrington,10,R. Hicks,7768.0,20,40
1232,2015-04-02Wakefield TrinityCatalans,2015-04-02,2015,Apr,Wakefield Trinity,4,Catalans,40,G. Stokes,3015.0,-36,44
1233,2015-04-03CastlefordLeeds,2015-04-03,2015,Apr,Castleford,12,Leeds,26,B. Thaler,11323.0,-14,38
1234,2015-04-03HuddersfieldSalford,2015-04-03,2015,Apr,Huddersfield,12,Salford,18,J. Child,6003.0,-6,30
1235,2015-04-03WiganSt Helens,2015-04-03,2015,Apr,Wigan,12,St Helens,4,P. Bentham,24054.0,8,16
1236,2015-04-06LeedsWakefield,2015-04-06,2015,Apr,Leeds,48,Wakefield,22,M. Thomason,17608.0,26,70
1237,2015-04-06WarringtonCastleford,2015-04-06,2015,Apr,Warrington,14,Castleford,22,J. Child,8518.0,-8,36
1238,2015-04-06SalfordWigan,2015-04-06,2015,Apr,Salford,24,Wigan,18,R. Silverwood,6561.0,6,42
1239,2015-04-06Hull KRHuddersfield,2015-04-06,2015,Apr,Hull KR,20,Huddersfield,16,P. Bentham,7827.0,4,36
1240,2015-04-06St HelensHull FC,2015-04-06,2015,Apr,St Helens,20,Hull FC,28,R. Hicks,11088.0,-8,48
1241,2015-04-06CatalansWidnes,2015-04-06,2015,Apr,Catalans,32,Widnes,16,B. Thaler,7000.0,16,48
1242,2015-04-10Hull FCWidnes,2015-04-10,2015,Apr,Hull FC,22,Widnes,8,R. Silverwood,9295.0,14,30
1243,2015-04-11WarringtonWakefield,2015-04-11,2015,Apr,Warrington,80,Wakefield,0,R. Hicks,8036.0,80,80
1244,2015-04-11CastlefordHull KR,2015-04-11,2015,Apr,Castleford,25,Hull KR,4,B. Thaler,6012.0,21,29
1245,2015-04-12WiganCatalans,2015-04-12,2015,Apr,Wigan,34,Catalans,0,P. Bentham,12162.0,34,34
1246,2015-04-12SalfordLeeds,2015-04-12,2015,Apr,Salford,18,Leeds,28,M. Thomason,4000.0,-10,46
1247,2015-04-12HuddersfieldSt Helens,2015-04-12,2015,Apr,Huddersfield,8,St Helens,11,J. Child,5825.0,-3,19
1248,2015-04-16WiganWarrington,2015-04-16,2015,Apr,Wigan,30,Warrington,20,R. Silverwood,14175.0,10,50
1249,2015-04-17St HelensLeeds,2015-04-17,2015,Apr,St Helens,16,Leeds,41,B. Thaler,12640.0,-25,57
1250,2015-04-19HuddersfieldCatalans,2015-04-19,2015,Apr,Huddersfield,38,Catalans,14,R. Hicks,4404.0,24,52
1251,2015-04-19WidnesCastleford,2015-04-19,2015,Apr,Widnes,46,Castleford,16,J. Child,5257.0,30,62
1252,2015-04-23Wakefield TrinityWigan,2015-04-23,2015,Apr,Wakefield Trinity,22,Wigan,40,R. Hicks,3107.0,-18,62
1253,2015-04-24LeedsWarrington,2015-04-24,2015,Apr,Leeds,10,Warrington,29,J. Child,17430.0,-19,39
1254,2015-04-24St HelensWidnes,2015-04-24,2015,Apr,St Helens,34,Widnes,16,P. Bentham,11271.0,18,50
1255,2015-04-24Hull FCHuddersfield,2015-04-24,2015,Apr,Hull FC,4,Huddersfield,24,B. Thaler,9930.0,-20,28
1256,2015-04-25CatalansHull KR,2015-04-25,2015,Apr,Catalans,32,Hull KR,24,R. Silverwood,7400.0,8,56
1257,2015-04-26SalfordCastleford,2015-04-26,2015,Apr,Salford,20,Castleford,22,G. Stokes,2800.0,-2,42
1258,2015-04-30HuddersfieldLeeds,2015-04-30,2015,Apr,Huddersfield,24,Leeds,24,R. Silverwood,6381.0,0,48
1259,2015-05-01St HelensWakefield,2015-05-01,2015,May,St Helens,44,Wakefield,4,C. Leatherbarrow,10001.0,40,48
1260,2015-05-01WiganHull KR,2015-05-01,2015,May,Wigan,60,Hull KR,0,P. Bentham,11468.0,60,60
1261,2015-05-01Hull FCSalford,2015-05-01,2015,May,Hull FC,24,Salford,20,J. Child,9385.0,4,44
1262,2015-05-03WarringtonWidnes,2015-05-03,2015,May,Warrington,22,Widnes,20,B. Thaler,10856.0,2,42
1263,2015-05-03CastlefordCatalans,2015-05-03,2015,May,Castleford,36,Catalans,28,R. Hicks,5704.0,8,64
1264,2015-05-07Hull KRWakefield,2015-05-07,2015,May,Hull KR,54,Wakefield,6,J. Cobb,7376.0,48,60
1265,2015-05-08WiganCastleford,2015-05-08,2015,May,Wigan,28,Castleford,0,B. Thaler,15022.0,28,28
1266,2015-05-08SalfordHuddersfield,2015-05-08,2015,May,Salford,0,Huddersfield,19,R. Hicks,1972.0,-19,19
1267,2015-05-09CatalansSt Helens,2015-05-09,2015,May,Catalans,33,St Helens,26,J. Child,8886.0,7,59
1268,2015-05-10WidnesLeeds,2015-05-10,2015,May,Widnes,38,Leeds,24,P. Bentham,6113.0,14,62
1269,2015-05-10WarringtonHull FC,2015-05-10,2015,May,Warrington,26,Hull FC,27,R. Silverwood,9697.0,-1,53
1270,2015-05-21CastlefordHuddersfield,2015-05-21,2015,May,Castleford,16,Huddersfield,24,R. Silverwood,4634.0,-8,40
1271,2015-05-22Hull FCSt Helens,2015-05-22,2015,May,Hull FC,10,St Helens,17,M. Thomason,10320.0,-7,27
1272,2015-05-22LeedsHull KR,2015-05-22,2015,May,Leeds,36,Hull KR,16,R. Hicks,15206.0,20,52
1273,2015-05-22SalfordWarrington,2015-05-22,2015,May,Salford,18,Warrington,34,B. Thaler,6159.0,-16,52
1274,2015-05-23CatalansWigan,2015-05-23,2015,May,Catalans,58,Wigan,16,J. Child,10423.0,42,74
1275,2015-05-24Wakefield TrinityWidnes,2015-05-24,2015,May,Wakefield Trinity,18,Widnes,30,R. Silverwood,3132.0,-12,48
1276,2015-05-30SalfordWidnes,2015-05-30,2015,May,Salford,16,Widnes,38,J. Child,40871.0,-22,54
1277,2015-05-30LeedsWigan,2015-05-30,2015,May,Leeds,12,Wigan,27,P. Bentham,40871.0,-15,39
1278,2015-05-30Hull FCHull KR,2015-05-30,2015,May,Hull FC,46,Hull KR,20,R. Hicks,40871.0,26,66
1279,2015-05-31CastlefordWakefield,2015-05-31,2015,May,Castleford,56,Wakefield,16,J. Cobb,26970.0,40,72
1280,2015-05-31St HelensWarrington,2015-05-31,2015,May,St Helens,20,Warrington,16,R. Silverwood,26970.0,4,36
1281,2015-05-31CatalansHuddersfield,2015-05-31,2015,May,Catalans,22,Huddersfield,22,B. Thaler,26970.0,0,44
1282,2015-06-04WidnesHull FC,2015-06-04,2015,Jun,Widnes,12,Hull FC,25,P. Bentham,5573.0,-13,37
1283,2015-06-05St HelensSalford,2015-06-05,2015,Jun,St Helens,32,Salford,12,B. Thaler,11664.0,20,44
1284,2015-06-05WarringtonCatalans,2015-06-05,2015,Jun,Warrington,26,Catalans,18,R. Hicks,8611.0,8,44
1285,2015-06-05Hull KRCastleford,2015-06-05,2015,Jun,Hull KR,22,Castleford,30,R. Silverwood,7093.0,-8,52
1286,2015-06-07Wakefield TrinityLeeds,2015-06-07,2015,Jun,Wakefield Trinity,26,Leeds,58,J. Cobb,4597.0,-32,84
1287,2015-06-07HuddersfieldWigan,2015-06-07,2015,Jun,Huddersfield,18,Wigan,32,J. Child,7307.0,-14,50
1288,2015-06-11LeedsCastleford,2015-06-11,2015,Jun,Leeds,24,Castleford,31,J. Child,15089.0,-7,55
1289,2015-06-12St HelensWigan,2015-06-12,2015,Jun,St Helens,30,Wigan,14,R. Silverwood,15500.0,16,44
1290,2015-06-13CatalansHull FC,2015-06-13,2015,Jun,Catalans,20,Hull FC,14,B. Thaler,7956.0,6,34
1291,2015-06-14Hull KRWidnes,2015-06-14,2015,Jun,Hull KR,38,Widnes,16,J. Cobb,6982.0,22,54
1292,2015-06-14Wakefield TrinitySalford,2015-06-14,2015,Jun,Wakefield Trinity,16,Salford,24,R. Hicks,3240.0,-8,40
1293,2015-06-14HuddersfieldWarrington,2015-06-14,2015,Jun,Huddersfield,30,Warrington,19,P. Bentham,5797.0,11,49
1294,2015-06-18CastlefordSt Helens,2015-06-18,2015,Jun,Castleford,25,St Helens,24,R. Silverwood,6086.0,1,49
1295,2015-06-19WiganSalford,2015-06-19,2015,Jun,Wigan,19,Salford,12,J. Cobb,13710.0,7,31
1296,2015-06-19Hull KRWarrington,2015-06-19,2015,Jun,Hull KR,36,Warrington,10,J. Child,7455.0,26,46
1297,2015-06-20CatalansWakefield,2015-06-20,2015,Jun,Catalans,32,Wakefield,12,P. Bentham,7843.0,20,44
1298,2015-06-21LeedsHull FC,2015-06-21,2015,Jun,Leeds,32,Hull FC,20,R. Hicks,16203.0,12,52
1299,2015-06-21WidnesHuddersfield,2015-06-21,2015,Jun,Widnes,22,Huddersfield,30,R. Silverwood,5420.0,-8,52
1300,2015-06-30Hull KRSalford,2015-06-30,2015,Jun,Hull KR,34,Salford,28,R. Silverwood,6717.0,6,62
1301,2015-07-01Wakefield TrinityHull FC,2015-07-01,2015,Jul,Wakefield Trinity,26,Hull FC,16,J. Cobb,3543.0,10,42
1302,2015-07-02WarringtonWigan,2015-07-02,2015,Jul,Warrington,17,Wigan,6,B. Thaler,10504.0,11,23
1303,2015-07-03LeedsSt Helens,2015-07-03,2015,Jul,Leeds,46,St Helens,18,R. Silverwood,18514.0,28,64
1304,2015-07-05Hull FCWakefield,2015-07-05,2015,Jul,Hull FC,31,Wakefield,24,C. Leatherbarrow,9558.0,7,55
1305,2015-07-05SalfordCatalans,2015-07-05,2015,Jul,Salford,18,Catalans,14,B. Thaler,5078.0,4,32
1306,2015-07-05HuddersfieldHull KR,2015-07-05,2015,Jul,Huddersfield,32,Hull KR,14,R. Hicks,5596.0,18,46
1307,2015-07-05CastlefordWidnes,2015-07-05,2015,Jul,Castleford,34,Widnes,20,J. Cobb,7002.0,14,54
1308,2015-07-09WiganLeeds,2015-07-09,2015,Jul,Wigan,26,Leeds,24,R. Silverwood,15009.0,2,50
1309,2015-07-10St HelensHuddersfield,2015-07-10,2015,Jul,St Helens,35,Huddersfield,34,B. Thaler,11164.0,1,69
1310,2015-07-12Wakefield TrinityWarrington,2015-07-12,2015,Jul,Wakefield Trinity,20,Warrington,40,P. Bentham,3354.0,-20,60
1311,2015-07-12SalfordHull KR,2015-07-12,2015,Jul,Salford,31,Hull KR,18,J. Child,4500.0,13,49
1312,2015-07-12Hull FCCastleford,2015-07-12,2015,Jul,Hull FC,21,Castleford,18,J. Cobb,10114.0,3,39
1313,2015-07-12WidnesCatalans,2015-07-12,2015,Jul,Widnes,29,Catalans,22,R. Hicks,4822.0,7,51
1314,2015-07-16WarringtonSt Helens,2015-07-16,2015,Jul,Warrington,14,St Helens,20,J. Child,11618.0,-6,34
1315,2015-07-17LeedsSalford,2015-07-17,2015,Jul,Leeds,70,Salford,6,B. Thaler,14190.0,64,76
1316,2015-07-17WiganWidnes,2015-07-17,2015,Jul,Wigan,20,Widnes,10,P. Bentham,13194.0,10,30
1317,2015-07-17Hull KRHull FC,2015-07-17,2015,Jul,Hull KR,12,Hull FC,22,R. Silverwood,11350.0,-10,34
1318,2015-07-18CatalansHuddersfield,2015-07-18,2015,Jul,Catalans,12,Huddersfield,14,J. Cobb,9761.0,-2,26
1319,2015-07-19Wakefield TrinityCastleford,2015-07-19,2015,Jul,Wakefield Trinity,20,Castleford,58,R. Hicks,4000.0,-38,78
1320,2015-07-23Hull FCWigan,2015-07-23,2015,Jul,Hull FC,12,Wigan,48,B. Thaler,10787.0,-36,60
1321,2015-07-24St HelensHull KR,2015-07-24,2015,Jul,St Helens,52,Hull KR,12,R. Hicks,10781.0,40,64
1322,2015-07-26CastlefordWarrington,2015-07-26,2015,Jul,Castleford,6,Warrington,44,P. Bentham,7239.0,-38,50
1323,2015-07-26LeedsCatalans,2015-07-26,2015,Jul,Leeds,36,Catalans,22,J. Child,15534.0,14,58
1324,2015-07-26HuddersfieldWakefield,2015-07-26,2015,Jul,Huddersfield,34,Wakefield,24,C. Leatherbarrow,4839.0,10,58
1325,2015-07-26WidnesSalford,2015-07-26,2015,Jul,Widnes,21,Salford,20,R. Silverwood,5479.0,1,41
1326,2015-10-01WiganHuddersfield,2015-10-01,2015,Oct,Wigan,32,Huddersfield,8,B. Thaler,10035.0,24,40
1327,2015-10-02LeedsSt Helens,2015-10-02,2015,Oct,Leeds,20,St Helens,13,R. Hicks,17192.0,7,33
1328,2015-10-10LeedsWigan,2015-10-10,2015,Oct,Leeds,22,Wigan,20,B. Thaler,73512.0,2,42
1329,2016-02-04LeedsWarrington,2016-02-04,2016,Feb,Leeds,10,Warrington,12,J. Child,16168.0,-2,22
1330,2016-02-05Hull FCSalford,2016-02-05,2016,Feb,Hull FC,42,Salford,20,C. Kendall,12265.0,22,62
1331,2016-02-05WiganCatalans,2016-02-05,2016,Feb,Wigan,12,Catalans,6,B. Thaler,13436.0,6,18
1332,2016-02-05St HelensHuddersfield,2016-02-05,2016,Feb,St Helens,30,Huddersfield,16,R. Hicks,10408.0,14,46
1333,2016-02-07Hull KRCastleford,2016-02-07,2016,Feb,Hull KR,16,Castleford,16,R. Silverwood,11011.0,0,32
1334,2016-02-07Wakefield TrinityWidnes,2016-02-07,2016,Feb,Wakefield Trinity,16,Widnes,24,P. Bentham,5240.0,-8,40
1335,2016-02-11SalfordSt Helens,2016-02-11,2016,Feb,Salford,44,St Helens,10,R. Silverwood,4389.0,34,54
1336,2016-02-12HuddersfieldWigan,2016-02-12,2016,Feb,Huddersfield,13,Wigan,18,P. Bentham,5912.0,-5,31
1337,2016-02-13CatalansHull FC,2016-02-13,2016,Feb,Catalans,10,Hull FC,38,R. Hicks,10234.0,-28,48
1338,2016-02-14WarringtonHull KR,2016-02-14,2016,Feb,Warrington,38,Hull KR,8,B. Thaler,11037.0,30,46
1339,2016-02-14WidnesLeeds,2016-02-14,2016,Feb,Widnes,56,Leeds,12,G. Stokes,6596.0,44,68
1340,2016-02-14CastlefordWakefield,2016-02-14,2016,Feb,Castleford,40,Wakefield,6,J. Child,9761.0,34,46
1341,2016-02-21Hull KRWakefield,2016-02-21,2016,Feb,Hull KR,12,Wakefield,14,R. Hicks,7207.0,-2,26
1342,2016-02-21SalfordWidnes,2016-02-21,2016,Feb,Salford,28,Widnes,20,P. Bentham,5089.0,8,48
1343,2016-02-25Hull FCCastleford,2016-02-25,2016,Feb,Hull FC,24,Castleford,31,R. Hicks,10247.0,-7,55
1344,2016-02-25WiganSalford,2016-02-25,2016,Feb,Wigan,20,Salford,16,G. Stokes,10897.0,4,36
1345,2016-02-26Hull KRSt Helens,2016-02-26,2016,Feb,Hull KR,22,St Helens,31,P. Bentham,6517.0,-9,53
1346,2016-02-26WarringtonWakefield,2016-02-26,2016,Feb,Warrington,34,Wakefield,16,R. Silverwood,10631.0,18,50
1347,2016-02-27CatalansLeeds,2016-02-27,2016,Feb,Catalans,32,Leeds,28,B. Thaler,8178.0,4,60
1348,2016-02-28HuddersfieldWidnes,2016-02-28,2016,Feb,Huddersfield,18,Widnes,36,J. Child,5183.0,-18,54
1349,2016-03-03SalfordWarrington,2016-03-03,2016,Mar,Salford,30,Warrington,31,R. Hicks,4381.0,-1,61
1350,2016-03-04St HelensCastleford,2016-03-04,2016,Mar,St Helens,28,Castleford,22,J. Child,11298.0,6,50
1351,2016-03-04WidnesHull KR,2016-03-04,2016,Mar,Widnes,30,Hull KR,16,G. Hewer,5013.0,14,46
1352,2016-03-04LeedsHuddersfield,2016-03-04,2016,Mar,Leeds,20,Huddersfield,16,R. Silverwood,14962.0,4,36
1353,2016-03-04Hull FCWigan,2016-03-04,2016,Mar,Hull FC,25,Wigan,26,B. Thaler,10660.0,-1,51
1354,2016-03-06Wakefield TrinityCatalans,2016-03-06,2016,Mar,Wakefield Trinity,28,Catalans,42,P. Bentham,4442.0,-14,70
1355,2016-03-10WidnesHull FC,2016-03-10,2016,Mar,Widnes,46,Hull FC,6,R. Silverwood,4735.0,40,52
1356,2016-03-11St HelensWakefield,2016-03-11,2016,Mar,St Helens,44,Wakefield,4,G. Hewer,10008.0,40,48
1357,2016-03-11WiganLeeds,2016-03-11,2016,Mar,Wigan,28,Leeds,6,B. Thaler,14425.0,22,34
1358,2016-03-12CatalansWarrington,2016-03-12,2016,Mar,Catalans,20,Warrington,30,J. Child,8859.0,-10,50
1359,2016-03-13HuddersfieldHull KR,2016-03-13,2016,Mar,Huddersfield,38,Hull KR,6,R. Hicks,5610.0,32,44
1360,2016-03-13CastlefordSalford,2016-03-13,2016,Mar,Castleford,16,Salford,32,P. Bentham,8151.0,-16,48
1361,2016-03-17WiganWidnes,2016-03-17,2016,Mar,Wigan,12,Widnes,18,R. Silverwood,11773.0,-6,30
1362,2016-03-18Hull FCWakefield,2016-03-18,2016,Mar,Hull FC,22,Wakefield,4,J. Child,9600.0,18,26
1363,2016-03-18LeedsSt Helens,2016-03-18,2016,Mar,Leeds,30,St Helens,18,B. Thaler,17131.0,12,48
1364,2016-03-18WarringtonCastleford,2016-03-18,2016,Mar,Warrington,56,Castleford,12,R. Hicks,10940.0,44,68
1365,2016-03-20Hull KRSalford,2016-03-20,2016,Mar,Hull KR,44,Salford,30,G. Hewer,6593.0,14,74
1366,2016-03-20HuddersfieldCatalans,2016-03-20,2016,Mar,Huddersfield,26,Catalans,46,P. Bentham,4607.0,-20,72
1367,2016-03-24CastlefordLeeds,2016-03-24,2016,Mar,Castleford,18,Leeds,14,J. Child,11426.0,4,32
1368,2016-03-25WarringtonWidnes,2016-03-25,2016,Mar,Warrington,28,Widnes,10,B. Thaler,15008.0,18,38
1369,2016-03-25SalfordCatalans,2016-03-25,2016,Mar,Salford,12,Catalans,26,R. Silverwood,3485.0,-14,38
1370,2016-03-25Hull KRHull FC,2016-03-25,2016,Mar,Hull KR,20,Hull FC,22,P. Bentham,11050.0,-2,42
1371,2016-03-25Wakefield TrinityHuddersfield,2016-03-25,2016,Mar,Wakefield Trinity,36,Huddersfield,22,G. Hewer,4989.0,14,58
1372,2016-03-25St HelensWigan,2016-03-25,2016,Mar,St Helens,12,Wigan,24,R. Hicks,17890.0,-12,36
1373,2016-03-28CatalansCastleford,2016-03-28,2016,Mar,Catalans,41,Castleford,22,B. Thaler,10351.0,19,63
1374,2016-03-28HuddersfieldSalford,2016-03-28,2016,Mar,Huddersfield,24,Salford,26,J. Cobb,4885.0,-2,50
1375,2016-03-28WiganHull KR,2016-03-28,2016,Mar,Wigan,30,Hull KR,16,C. Kendall,11268.0,14,46
1376,2016-03-28WidnesSt Helens,2016-03-28,2016,Mar,Widnes,12,St Helens,20,R. Silverwood,9076.0,-8,32
1377,2016-03-28LeedsWakefield,2016-03-28,2016,Mar,Leeds,16,Wakefield,20,P. Bentham,16314.0,-4,36
1378,2016-03-28Hull FCWarrington,2016-03-28,2016,Mar,Hull FC,26,Warrington,24,R. Hicks,9967.0,2,50
1379,2016-04-01LeedsHull KR,2016-04-01,2016,Apr,Leeds,10,Hull KR,30,R. Silverwood,15384.0,-20,40
1380,2016-04-01St HelensHull FC,2016-04-01,2016,Apr,St Helens,16,Hull FC,17,J. Child,10242.0,-1,33
1381,2016-04-01WiganWarrington,2016-04-01,2016,Apr,Wigan,16,Warrington,28,R. Hicks,17480.0,-12,44
1382,2016-04-02CatalansWidnes,2016-04-02,2016,Apr,Catalans,21,Widnes,8,G. Hewer,8642.0,13,29
1383,2016-04-02Wakefield TrinitySalford,2016-04-02,2016,Apr,Wakefield Trinity,32,Salford,18,J. Cobb,2500.0,14,50
1384,2016-04-03CastlefordHuddersfield,2016-04-03,2016,Apr,Castleford,38,Huddersfield,34,P. Bentham,6631.0,4,72
1385,2016-04-07Hull KRCatalans,2016-04-07,2016,Apr,Hull KR,0,Catalans,40,R. Silverwood,6764.0,-40,40
1386,2016-04-08Hull FCHuddersfield,2016-04-08,2016,Apr,Hull FC,37,Huddersfield,20,R. Hicks,10557.0,17,57
1387,2016-04-08WarringtonSt Helens,2016-04-08,2016,Apr,Warrington,22,St Helens,25,B. Thaler,13678.0,-3,47
1388,2016-04-09SalfordLeeds,2016-04-09,2016,Apr,Salford,14,Leeds,10,P. Bentham,4912.0,4,24
1389,2016-04-10Wakefield TrinityWigan,2016-04-10,2016,Apr,Wakefield Trinity,62,Wigan,0,G. Hewer,5751.0,62,62
1390,2016-04-10WidnesCastleford,2016-04-10,2016,Apr,Widnes,24,Castleford,34,J. Cobb,5081.0,-10,58
1391,2016-04-14St HelensCatalans,2016-04-14,2016,Apr,St Helens,12,Catalans,30,R. Hicks,9382.0,-18,42
1392,2016-04-15WiganCastleford,2016-04-15,2016,Apr,Wigan,26,Castleford,12,P. Bentham,11849.0,14,38
1393,2016-04-15LeedsHull FC,2016-04-15,2016,Apr,Leeds,20,Hull FC,18,J. Cobb,15885.0,2,38
1394,2016-04-15HuddersfieldWarrington,2016-04-15,2016,Apr,Huddersfield,11,Warrington,0,R. Silverwood,5427.0,11,11
1395,2016-04-21WiganHuddersfield,2016-04-21,2016,Apr,Wigan,26,Huddersfield,19,J. Cobb,10914.0,7,45
1396,2016-04-22WidnesWarrington,2016-04-22,2016,Apr,Widnes,16,Warrington,48,R. Hicks,7441.0,-32,64
1397,2016-04-22St HelensLeeds,2016-04-22,2016,Apr,St Helens,38,Leeds,34,P. Bentham,11271.0,4,72
1398,2016-04-23CatalansSalford,2016-04-23,2016,Apr,Catalans,42,Salford,32,G. Hewer,9686.0,10,74
